id,book_id,location_id,edition,book_format
18927,227,478,1,HARDCOVER
18928,26,348,1,HARDCOVER
18929,234,436,1,PAPERBACK
18930,458,404,1,PAPERBACK
18931,350,418,1,PAPERBACK
18932,444,522,1,PAPERBACK
18933,95,462,2,HARDCOVER
18934,163,556,1,HARDCOVER
18935,486,360,1,PAPERBACK
18936,328,478,1,PAPERBACK
18937,31,575,2,PAPERBACK
18938,304,570,1,PAPERBACK
18939,345,336,2,PAPERBACK
18940,46,477,1,PAPERBACK
18941,347,485,1,PAPERBACK
18942,247,475,3,HARDCOVER
18943,210,542,1,PAPERBACK
18944,293,528,2,PAPERBACK
18945,452,359,1,PAPERBACK
18946,22,568,2,PAPERBACK
18947,400,459,1,PAPERBACK
18948,10,487,1,PAPERBACK
18949,372,422,1,PAPERBACK
18950,170,449,2,HARDCOVER
18951,129,502,1,PAPERBACK
18952,250,385,1,PAPERBACK
18953,195,375,1,PAPERBACK
18954,292,479,2,PAPERBACK
18955,196,547,1,HARDCOVER
18956,404,403,1,PAPERBACK
18957,189,352,1,HARDCOVER
18958,367,410,1,PAPERBACK
18959,173,362,1,PAPERBACK
18960,68,366,2,HARDCOVER
18961,189,404,1,HARDCOVER
18962,219,333,2,PAPERBACK
18963,244,339,1,PAPERBACK
18964,74,324,1,PAPERBACK
18965,169,474,1,PAPERBACK
18966,477,433,1,HARDCOVER
18967,303,328,1,HARDCOVER
18968,115,558,1,HARDCOVER
18969,1,535,2,PAPERBACK
18970,296,364,1,HARDCOVER
18971,67,382,1,HARDCOVER
18972,202,555,1,PAPERBACK
18973,203,554,2,PAPERBACK
18974,132,526,1,HARDCOVER
18975,210,374,1,PAPERBACK
18976,215,378,1,PAPERBACK
18977,441,552,2,HARDCOVER
18978,79,550,2,HARDCOVER
18979,82,468,1,HARDCOVER
18980,472,525,2,PAPERBACK
18981,347,347,2,HARDCOVER
18982,397,557,2,PAPERBACK
18983,23,565,2,PAPERBACK
18984,163,536,1,HARDCOVER
18985,343,526,2,HARDCOVER
18986,165,358,2,HARDCOVER
18987,152,405,2,PAPERBACK
18988,349,490,1,PAPERBACK
18989,447,513,1,HARDCOVER
18990,465,424,1,PAPERBACK
18991,207,392,1,HARDCOVER
18992,177,531,1,PAPERBACK
18993,384,534,2,PAPERBACK
18994,331,497,2,PAPERBACK
18995,382,509,1,HARDCOVER
18996,14,418,2,HARDCOVER
18997,211,414,1,PAPERBACK
18998,405,531,1,HARDCOVER
18999,69,328,2,HARDCOVER
19000,228,504,2,PAPERBACK
19001,25,381,1,PAPERBACK
19002,226,418,3,PAPERBACK
19003,141,322,2,PAPERBACK
19004,129,357,1,PAPERBACK
19005,27,430,2,HARDCOVER
19006,440,498,1,HARDCOVER
19007,404,558,2,PAPERBACK
19008,366,461,2,HARDCOVER
19009,66,564,1,HARDCOVER
19010,95,532,2,HARDCOVER
19011,307,541,1,PAPERBACK
19012,488,516,2,HARDCOVER
19013,58,373,1,PAPERBACK
19014,136,564,1,PAPERBACK
19015,364,348,1,HARDCOVER
19016,165,572,1,HARDCOVER
19017,318,404,2,HARDCOVER
19018,236,403,1,PAPERBACK
19019,232,567,2,PAPERBACK
19020,152,575,2,HARDCOVER
19021,73,486,2,PAPERBACK
19022,452,382,2,HARDCOVER
19023,465,410,1,HARDCOVER
19024,459,528,1,PAPERBACK
19025,176,388,2,HARDCOVER
19026,418,549,1,PAPERBACK
19027,428,545,1,PAPERBACK
19028,228,469,2,PAPERBACK
19029,402,501,1,PAPERBACK
19030,400,429,3,PAPERBACK
19031,80,551,2,HARDCOVER
19032,220,437,2,HARDCOVER
19033,74,377,1,PAPERBACK
19034,310,452,2,PAPERBACK
19035,274,355,1,PAPERBACK
19036,289,316,3,HARDCOVER
19037,233,511,1,PAPERBACK
19038,239,338,2,PAPERBACK
19039,283,350,1,PAPERBACK
19040,164,318,2,HARDCOVER
19041,384,512,1,PAPERBACK
19042,258,342,2,HARDCOVER
19043,475,419,1,HARDCOVER
19044,229,396,1,PAPERBACK
19045,389,372,2,PAPERBACK
19046,444,423,1,HARDCOVER
19047,180,393,2,PAPERBACK
19048,44,336,1,PAPERBACK
19049,289,548,1,HARDCOVER
19050,18,550,1,PAPERBACK
19051,50,423,1,HARDCOVER
19052,402,497,1,HARDCOVER
19053,436,401,1,HARDCOVER
19054,108,339,1,PAPERBACK
19055,374,528,2,HARDCOVER
19056,300,502,2,HARDCOVER
19057,27,398,1,HARDCOVER
19058,248,417,1,HARDCOVER
19059,110,327,2,HARDCOVER
19060,125,393,1,PAPERBACK
19061,435,378,1,HARDCOVER
19062,304,535,1,HARDCOVER
19063,160,561,2,HARDCOVER
19064,443,339,1,PAPERBACK
19065,75,370,1,HARDCOVER
19066,391,358,1,PAPERBACK
19067,470,389,1,PAPERBACK
19068,245,349,1,HARDCOVER
19069,320,373,1,HARDCOVER
19070,367,396,1,HARDCOVER
19071,128,346,2,HARDCOVER
19072,298,524,1,HARDCOVER
19073,443,472,2,HARDCOVER
19074,206,354,1,HARDCOVER
19075,270,570,2,PAPERBACK
19076,113,491,1,PAPERBACK
19077,476,385,2,HARDCOVER
19078,363,493,1,HARDCOVER
19079,139,356,1,PAPERBACK
19080,462,504,2,PAPERBACK
19081,30,499,1,HARDCOVER
19082,89,441,2,HARDCOVER
19083,343,444,1,HARDCOVER
19084,336,337,1,PAPERBACK
19085,75,399,1,HARDCOVER
19086,143,464,1,PAPERBACK
19087,434,352,1,HARDCOVER
19088,104,548,1,PAPERBACK
19089,445,511,1,PAPERBACK
19090,294,541,1,HARDCOVER
19091,89,412,2,PAPERBACK
19092,147,368,1,HARDCOVER
19093,308,523,2,HARDCOVER
19094,7,569,1,HARDCOVER
19095,319,431,2,HARDCOVER
19096,431,373,1,HARDCOVER
19097,159,395,1,PAPERBACK
19098,308,418,2,PAPERBACK
19099,26,459,2,HARDCOVER
19100,234,362,2,HARDCOVER
19101,471,398,2,HARDCOVER
19102,185,568,1,PAPERBACK
19103,389,535,3,PAPERBACK
19104,358,380,1,PAPERBACK
19105,36,371,1,PAPERBACK
19106,230,571,1,PAPERBACK
19107,118,359,1,HARDCOVER
19108,323,333,1,PAPERBACK
19109,151,563,1,PAPERBACK
19110,319,475,2,PAPERBACK
19111,167,400,1,HARDCOVER
19112,404,324,3,HARDCOVER
19113,286,357,1,HARDCOVER
19114,397,368,2,HARDCOVER
19115,462,318,2,HARDCOVER
19116,215,527,1,HARDCOVER
19117,264,321,1,HARDCOVER
19118,130,345,1,PAPERBACK
19119,96,546,1,PAPERBACK
19120,399,385,1,PAPERBACK
19121,155,551,1,HARDCOVER
19122,497,574,2,HARDCOVER
19123,154,514,1,PAPERBACK
19124,322,319,1,PAPERBACK
19125,500,455,1,PAPERBACK
19126,163,372,1,HARDCOVER
19127,315,368,1,HARDCOVER
19128,441,352,1,HARDCOVER
19129,346,393,1,PAPERBACK
19130,36,494,1,PAPERBACK
19131,233,420,1,PAPERBACK
19132,135,561,1,HARDCOVER
19133,55,395,2,PAPERBACK
19134,496,511,1,PAPERBACK
19135,417,447,2,PAPERBACK
19136,176,519,1,PAPERBACK
19137,396,355,2,PAPERBACK
19138,275,422,3,HARDCOVER
19139,144,424,1,HARDCOVER
19140,182,385,1,PAPERBACK
19141,468,499,1,PAPERBACK
19142,378,500,1,HARDCOVER
19143,130,572,1,HARDCOVER
19144,71,472,2,PAPERBACK
19145,299,399,1,HARDCOVER
19146,298,393,2,PAPERBACK
19147,433,318,2,HARDCOVER
19148,259,547,1,PAPERBACK
19149,494,450,1,HARDCOVER
19150,205,491,1,PAPERBACK
19151,418,361,2,HARDCOVER
19152,297,318,1,HARDCOVER
19153,90,333,1,HARDCOVER
19154,496,443,2,PAPERBACK
19155,149,537,1,PAPERBACK
19156,170,524,1,PAPERBACK
19157,227,404,1,HARDCOVER
19158,456,440,1,PAPERBACK
19159,159,478,1,PAPERBACK
19160,303,545,1,PAPERBACK
19161,456,504,1,PAPERBACK
19162,44,366,2,HARDCOVER
19163,423,426,2,PAPERBACK
19164,35,494,1,HARDCOVER
19165,390,568,1,PAPERBACK
19166,77,538,1,PAPERBACK
19167,228,424,1,PAPERBACK
19168,51,454,1,HARDCOVER
19169,432,548,2,HARDCOVER
19170,28,405,1,PAPERBACK
19171,334,538,1,PAPERBACK
19172,367,350,1,PAPERBACK
19173,379,572,1,HARDCOVER
19174,163,464,1,HARDCOVER
19175,37,342,2,HARDCOVER
19176,420,320,1,PAPERBACK
19177,486,561,2,PAPERBACK
19178,470,426,1,PAPERBACK
19179,433,542,1,PAPERBACK
19180,225,493,2,PAPERBACK
19181,51,352,1,HARDCOVER
19182,275,435,1,PAPERBACK
19183,131,515,2,PAPERBACK
19184,397,478,2,PAPERBACK
19185,194,431,2,HARDCOVER
19186,498,343,1,PAPERBACK
19187,156,569,2,HARDCOVER
19188,218,536,1,PAPERBACK
19189,50,355,1,HARDCOVER
19190,91,404,2,PAPERBACK
19191,446,497,1,PAPERBACK
19192,18,333,2,HARDCOVER
19193,4,555,2,HARDCOVER
19194,423,457,1,PAPERBACK
19195,280,460,1,HARDCOVER
19196,36,371,2,PAPERBACK
19197,424,334,1,PAPERBACK
19198,169,358,1,HARDCOVER
19199,166,469,2,PAPERBACK
19200,148,430,2,PAPERBACK
19201,228,330,1,HARDCOVER
19202,27,572,1,PAPERBACK
19203,54,411,1,PAPERBACK
19204,15,430,1,HARDCOVER
19205,190,468,1,PAPERBACK
19206,365,505,1,HARDCOVER
19207,309,432,1,PAPERBACK
19208,273,366,1,PAPERBACK
19209,110,335,1,PAPERBACK
19210,328,399,1,HARDCOVER
19211,361,485,2,PAPERBACK
19212,310,561,2,HARDCOVER
19213,39,400,1,HARDCOVER
19214,396,322,2,HARDCOVER
19215,164,415,1,PAPERBACK
19216,124,333,1,HARDCOVER
19217,34,490,2,HARDCOVER
19218,23,370,2,PAPERBACK
19219,382,414,2,HARDCOVER
19220,473,416,2,PAPERBACK
19221,231,415,1,PAPERBACK
19222,115,464,2,PAPERBACK
19223,244,336,3,PAPERBACK
19224,138,346,2,HARDCOVER
19225,186,321,2,HARDCOVER
19226,268,424,1,HARDCOVER
19227,394,325,2,HARDCOVER
19228,168,554,1,HARDCOVER
19229,6,360,1,HARDCOVER
19230,34,558,1,PAPERBACK
19231,66,457,2,HARDCOVER
19232,132,550,1,PAPERBACK
19233,154,571,1,PAPERBACK
19234,174,349,1,HARDCOVER
19235,343,0,1,HARDCOVER
19236,402,377,1,PAPERBACK
19237,463,481,1,HARDCOVER
19238,356,547,1,HARDCOVER
19239,208,517,1,PAPERBACK
19240,252,458,1,PAPERBACK
19241,377,471,1,HARDCOVER
19242,223,393,1,PAPERBACK
19243,61,397,1,PAPERBACK
19244,459,438,1,PAPERBACK
19245,296,447,1,PAPERBACK
19246,85,466,1,HARDCOVER
19247,137,503,1,PAPERBACK
19248,415,459,1,PAPERBACK
19249,114,364,2,PAPERBACK
19250,475,355,1,HARDCOVER
19251,286,571,1,PAPERBACK
19252,78,343,1,PAPERBACK
19253,302,408,1,HARDCOVER
19254,367,424,1,HARDCOVER
19255,78,324,2,HARDCOVER
19256,67,456,1,PAPERBACK
19257,123,417,1,PAPERBACK
19258,437,431,1,HARDCOVER
19259,394,509,1,HARDCOVER
19260,159,387,1,PAPERBACK
19261,323,404,2,HARDCOVER
19262,86,324,1,PAPERBACK
19263,71,553,1,PAPERBACK
19264,394,316,1,PAPERBACK
19265,323,411,2,PAPERBACK
19266,190,486,1,HARDCOVER
19267,126,545,2,PAPERBACK
19268,35,399,3,PAPERBACK
19269,86,364,1,PAPERBACK
19270,276,570,1,PAPERBACK
19271,172,533,1,PAPERBACK
19272,74,471,2,HARDCOVER
19273,454,382,2,PAPERBACK
19274,272,345,1,PAPERBACK
19275,189,467,1,HARDCOVER
19276,88,555,1,PAPERBACK
19277,288,407,1,HARDCOVER
19278,163,333,1,PAPERBACK
19279,147,448,1,HARDCOVER
19280,208,386,1,HARDCOVER
19281,358,418,2,PAPERBACK
19282,153,361,1,PAPERBACK
19283,54,394,1,HARDCOVER
19284,4,542,2,HARDCOVER
19285,37,551,2,PAPERBACK
19286,127,458,2,HARDCOVER
19287,54,486,1,PAPERBACK
19288,188,434,2,PAPERBACK
19289,223,358,1,PAPERBACK
19290,10,487,1,HARDCOVER
19291,73,368,2,HARDCOVER
19292,132,557,1,PAPERBACK
19293,278,390,1,HARDCOVER
19294,99,553,1,HARDCOVER
19295,113,451,1,PAPERBACK
19296,294,484,1,PAPERBACK
19297,121,320,1,HARDCOVER
19298,420,559,1,PAPERBACK
19299,39,424,1,HARDCOVER
19300,176,469,2,HARDCOVER
19301,350,380,2,PAPERBACK
19302,332,447,1,PAPERBACK
19303,360,352,1,PAPERBACK
19304,41,514,1,PAPERBACK
19305,403,333,2,HARDCOVER
19306,104,417,1,HARDCOVER
19307,226,420,1,HARDCOVER
19308,11,373,1,HARDCOVER
19309,268,400,1,HARDCOVER
19310,202,551,1,PAPERBACK
19311,210,458,2,PAPERBACK
19312,345,317,2,PAPERBACK
19313,371,553,2,HARDCOVER
19314,295,425,1,HARDCOVER
19315,304,375,1,HARDCOVER
19316,383,548,1,HARDCOVER
19317,308,331,2,PAPERBACK
19318,114,552,2,PAPERBACK
19319,269,397,3,HARDCOVER
19320,20,397,1,PAPERBACK
19321,230,571,2,PAPERBACK
19322,487,563,2,PAPERBACK
19323,248,461,1,HARDCOVER
19324,199,426,1,PAPERBACK
19325,341,544,1,PAPERBACK
19326,193,574,1,HARDCOVER
19327,461,443,1,PAPERBACK
19328,373,320,1,PAPERBACK
19329,196,525,1,PAPERBACK
19330,297,400,1,HARDCOVER
19331,423,350,1,HARDCOVER
19332,94,484,1,HARDCOVER
19333,11,485,1,PAPERBACK
19334,140,573,2,PAPERBACK
19335,226,520,1,HARDCOVER
19336,199,330,1,PAPERBACK
19337,268,509,1,PAPERBACK
19338,192,539,2,HARDCOVER
19339,117,496,1,PAPERBACK
19340,302,535,2,PAPERBACK
19341,331,354,2,HARDCOVER
19342,59,477,1,PAPERBACK
19343,74,528,2,PAPERBACK
19344,420,417,3,PAPERBACK
19345,442,432,2,HARDCOVER
19346,140,443,1,PAPERBACK
19347,131,542,1,HARDCOVER
19348,116,436,3,HARDCOVER
19349,389,558,2,PAPERBACK
19350,359,367,2,PAPERBACK
19351,332,471,1,PAPERBACK
19352,110,400,2,PAPERBACK
19353,432,484,2,HARDCOVER
19354,136,409,1,PAPERBACK
19355,120,405,1,PAPERBACK
19356,345,549,1,PAPERBACK
19357,106,369,1,HARDCOVER
19358,241,503,1,PAPERBACK
19359,332,384,2,PAPERBACK
19360,337,318,1,HARDCOVER
19361,431,561,2,HARDCOVER
19362,332,533,2,PAPERBACK
19363,212,573,1,HARDCOVER
19364,223,418,1,HARDCOVER
19365,20,373,1,PAPERBACK
19366,316,433,1,PAPERBACK
19367,457,508,1,PAPERBACK
19368,481,331,1,HARDCOVER
19369,423,334,1,PAPERBACK
19370,327,544,1,HARDCOVER
19371,202,429,2,PAPERBACK
19372,334,484,2,HARDCOVER
19373,161,384,2,PAPERBACK
19374,428,370,1,PAPERBACK
19375,133,466,2,HARDCOVER
19376,330,531,2,PAPERBACK
19377,455,536,2,PAPERBACK
19378,215,367,1,PAPERBACK
19379,376,573,2,HARDCOVER
19380,310,366,1,HARDCOVER
19381,34,562,2,HARDCOVER
19382,407,325,2,PAPERBACK
19383,282,336,2,PAPERBACK
19384,354,506,2,HARDCOVER
19385,500,344,2,PAPERBACK
19386,267,555,1,PAPERBACK
19387,247,475,1,HARDCOVER
19388,41,362,2,PAPERBACK
19389,358,472,1,HARDCOVER
19390,297,546,1,PAPERBACK
19391,456,330,2,HARDCOVER
19392,468,323,1,PAPERBACK
19393,247,501,1,PAPERBACK
19394,141,358,2,PAPERBACK
19395,63,466,2,HARDCOVER
19396,381,340,1,PAPERBACK
19397,72,373,1,HARDCOVER
19398,458,558,3,PAPERBACK
19399,173,558,2,HARDCOVER
19400,331,545,1,PAPERBACK
19401,201,465,3,PAPERBACK
19402,178,558,1,PAPERBACK
19403,432,335,2,HARDCOVER
19404,452,346,1,PAPERBACK
19405,117,410,2,HARDCOVER
19406,16,488,1,PAPERBACK
19407,54,343,3,PAPERBACK
19408,5,558,1,PAPERBACK
19409,444,443,1,HARDCOVER
19410,117,321,1,HARDCOVER
19411,226,489,1,HARDCOVER
19412,125,443,1,PAPERBACK
19413,207,560,1,PAPERBACK
19414,72,522,1,HARDCOVER
19415,434,528,1,PAPERBACK
19416,24,367,1,HARDCOVER
19417,167,551,1,PAPERBACK
19418,408,524,2,HARDCOVER
19419,266,428,1,PAPERBACK
19420,243,484,2,PAPERBACK
19421,83,378,1,HARDCOVER
19422,181,515,2,PAPERBACK
19423,433,546,1,HARDCOVER
19424,312,378,2,HARDCOVER
19425,88,461,1,HARDCOVER
19426,438,326,1,HARDCOVER
19427,106,374,1,HARDCOVER
19428,417,545,2,PAPERBACK
19429,318,529,2,PAPERBACK
19430,466,327,1,HARDCOVER
19431,207,480,1,PAPERBACK
19432,369,461,1,HARDCOVER
19433,331,395,1,HARDCOVER
19434,316,512,1,HARDCOVER
19435,20,326,2,PAPERBACK
19436,405,407,1,PAPERBACK
19437,234,328,2,HARDCOVER
19438,110,479,1,PAPERBACK
19439,329,541,2,HARDCOVER
19440,165,549,1,PAPERBACK
19441,194,556,2,PAPERBACK
19442,270,501,1,PAPERBACK
19443,409,321,2,PAPERBACK
19444,500,422,1,PAPERBACK
19445,399,434,1,PAPERBACK
19446,83,527,2,PAPERBACK
19447,490,550,2,HARDCOVER
19448,439,337,1,HARDCOVER
19449,351,525,1,PAPERBACK
19450,55,404,2,HARDCOVER
19451,120,472,1,HARDCOVER
19452,458,394,1,HARDCOVER
19453,1,0,1,PAPERBACK
19454,12,495,1,HARDCOVER
19455,448,464,1,PAPERBACK
19456,136,491,1,HARDCOVER
19457,478,360,1,HARDCOVER
19458,17,473,2,PAPERBACK
19459,484,365,1,PAPERBACK
19460,146,352,1,HARDCOVER
19461,372,455,2,PAPERBACK
19462,242,408,1,PAPERBACK
19463,232,335,1,HARDCOVER
19464,116,468,1,PAPERBACK
19465,463,463,2,PAPERBACK
19466,491,379,1,PAPERBACK
19467,190,487,2,PAPERBACK
19468,229,508,2,PAPERBACK
19469,142,436,2,HARDCOVER
19470,386,344,1,HARDCOVER
19471,0,365,2,PAPERBACK
19472,59,462,2,HARDCOVER
19473,14,439,2,PAPERBACK
19474,107,564,1,HARDCOVER
19475,331,565,1,HARDCOVER
19476,81,463,1,PAPERBACK
19477,125,382,1,HARDCOVER
19478,390,470,1,PAPERBACK
19479,485,397,1,PAPERBACK
19480,25,433,2,PAPERBACK
19481,298,338,1,HARDCOVER
19482,493,437,2,HARDCOVER
19483,432,321,1,HARDCOVER
19484,211,316,2,HARDCOVER
19485,449,404,2,PAPERBACK
19486,104,480,1,PAPERBACK
19487,247,427,2,PAPERBACK
19488,243,508,2,HARDCOVER
19489,418,482,1,HARDCOVER
19490,448,395,2,HARDCOVER
19491,307,548,3,HARDCOVER
19492,137,428,2,PAPERBACK
19493,451,476,2,PAPERBACK
19494,331,464,2,HARDCOVER
19495,425,326,2,PAPERBACK
19496,383,484,2,PAPERBACK
19497,52,386,1,PAPERBACK
19498,140,512,1,HARDCOVER
19499,403,514,2,HARDCOVER
19500,223,435,1,PAPERBACK
19501,373,564,2,HARDCOVER
19502,266,526,1,HARDCOVER
19503,370,474,1,PAPERBACK
19504,232,496,1,PAPERBACK
19505,257,415,1,PAPERBACK
19506,322,407,1,PAPERBACK
19507,329,348,1,HARDCOVER
19508,129,494,2,PAPERBACK
19509,478,456,2,PAPERBACK
19510,138,511,2,HARDCOVER
19511,452,435,2,HARDCOVER
19512,241,425,1,PAPERBACK
19513,458,503,1,HARDCOVER
19514,454,345,1,HARDCOVER
19515,147,447,2,HARDCOVER
19516,79,425,2,HARDCOVER
19517,148,575,1,HARDCOVER
19518,79,376,2,PAPERBACK
19519,345,398,1,HARDCOVER
19520,292,335,1,PAPERBACK
19521,361,420,1,HARDCOVER
19522,283,504,1,HARDCOVER
19523,201,343,2,PAPERBACK
19524,286,565,2,PAPERBACK
19525,59,539,1,HARDCOVER
19526,91,376,2,HARDCOVER
19527,126,535,2,HARDCOVER
19528,190,387,1,PAPERBACK
19529,41,494,1,HARDCOVER
19530,258,555,2,PAPERBACK
19531,153,418,1,HARDCOVER
19532,111,523,1,HARDCOVER
19533,234,476,1,HARDCOVER
19534,37,515,1,PAPERBACK
19535,122,429,3,HARDCOVER
19536,158,573,1,PAPERBACK
19537,212,489,1,HARDCOVER
19538,116,328,1,PAPERBACK
19539,35,529,1,PAPERBACK
19540,387,425,1,PAPERBACK
19541,210,473,1,HARDCOVER
19542,245,469,1,HARDCOVER
19543,428,536,1,HARDCOVER
19544,385,318,1,PAPERBACK
19545,105,355,2,PAPERBACK
19546,144,392,1,HARDCOVER
19547,242,324,1,PAPERBACK
19548,486,492,2,PAPERBACK
19549,18,352,1,PAPERBACK
19550,92,375,2,HARDCOVER
19551,450,517,2,HARDCOVER
19552,298,549,2,HARDCOVER
19553,16,485,1,HARDCOVER
19554,323,478,1,PAPERBACK
19555,404,476,2,HARDCOVER
19556,127,564,1,PAPERBACK
19557,328,465,1,PAPERBACK
19558,300,328,2,HARDCOVER
19559,404,329,1,HARDCOVER
19560,179,360,1,HARDCOVER
19561,273,373,1,PAPERBACK
19562,492,515,2,HARDCOVER
19563,105,492,1,PAPERBACK
19564,309,328,1,PAPERBACK
19565,244,499,1,PAPERBACK
19566,217,517,2,HARDCOVER
19567,245,463,2,PAPERBACK
19568,10,537,1,PAPERBACK
19569,176,369,1,PAPERBACK
19570,130,549,2,HARDCOVER
19571,267,518,2,PAPERBACK
19572,101,477,2,PAPERBACK
19573,499,364,1,HARDCOVER
19574,249,379,2,HARDCOVER
19575,144,459,2,HARDCOVER
19576,34,454,1,HARDCOVER
19577,300,352,1,HARDCOVER
19578,230,431,2,PAPERBACK
19579,236,371,1,HARDCOVER
19580,310,359,2,PAPERBACK
19581,54,529,1,HARDCOVER
19582,306,354,1,HARDCOVER
19583,289,401,2,PAPERBACK
19584,66,342,2,PAPERBACK
19585,40,560,1,HARDCOVER
19586,478,359,2,PAPERBACK
19587,386,407,1,PAPERBACK
19588,253,529,2,PAPERBACK
19589,129,332,2,PAPERBACK
19590,236,368,1,PAPERBACK
19591,451,364,1,HARDCOVER
19592,348,398,1,HARDCOVER
19593,339,418,1,PAPERBACK
19594,470,466,1,PAPERBACK
19595,75,324,2,HARDCOVER
19596,359,448,1,PAPERBACK
19597,439,362,1,PAPERBACK
19598,126,568,1,PAPERBACK
19599,137,432,1,HARDCOVER
19600,270,431,1,PAPERBACK
19601,162,517,1,PAPERBACK
19602,429,407,2,HARDCOVER
19603,463,480,1,PAPERBACK
19604,425,488,1,HARDCOVER
19605,49,370,3,PAPERBACK
19606,68,452,1,PAPERBACK
19607,426,354,1,PAPERBACK
19608,291,424,2,HARDCOVER
19609,480,473,1,HARDCOVER
19610,480,532,2,PAPERBACK
19611,422,532,1,HARDCOVER
19612,23,570,2,HARDCOVER
19613,297,538,1,PAPERBACK
19614,149,371,1,PAPERBACK
19615,402,448,1,PAPERBACK
19616,388,479,2,PAPERBACK
19617,337,491,1,PAPERBACK
19618,358,442,1,HARDCOVER
19619,127,409,1,HARDCOVER
19620,18,465,1,PAPERBACK
19621,223,423,1,PAPERBACK
19622,170,346,1,HARDCOVER
19623,239,566,2,PAPERBACK
19624,240,328,1,HARDCOVER
19625,14,340,1,HARDCOVER
19626,453,349,1,PAPERBACK
19627,304,558,2,HARDCOVER
19628,390,352,1,PAPERBACK
19629,1,371,1,HARDCOVER
19630,216,553,2,HARDCOVER
19631,354,477,1,PAPERBACK
19632,423,458,3,PAPERBACK
19633,357,474,2,HARDCOVER
19634,310,453,1,PAPERBACK
19635,189,525,3,PAPERBACK
19636,277,390,1,HARDCOVER
19637,209,474,1,PAPERBACK
19638,474,440,2,PAPERBACK
19639,423,491,2,HARDCOVER
19640,33,349,2,HARDCOVER
19641,197,544,1,HARDCOVER
19642,98,366,1,PAPERBACK
19643,489,316,2,HARDCOVER
19644,250,520,2,HARDCOVER
19645,149,425,1,PAPERBACK
19646,429,575,1,HARDCOVER
19647,299,375,1,HARDCOVER
19648,23,332,2,PAPERBACK
19649,19,462,1,HARDCOVER
19650,336,332,2,PAPERBACK
19651,154,503,2,PAPERBACK
19652,63,389,1,HARDCOVER
19653,310,433,1,PAPERBACK
19654,413,333,1,PAPERBACK
19655,128,344,1,PAPERBACK
19656,475,573,2,HARDCOVER
19657,423,388,1,PAPERBACK
19658,185,465,2,HARDCOVER
19659,347,489,1,HARDCOVER
19660,109,456,2,HARDCOVER
19661,134,560,2,PAPERBACK
19662,327,435,2,PAPERBACK
19663,492,498,2,PAPERBACK
19664,346,385,1,HARDCOVER
19665,271,556,1,HARDCOVER
19666,31,442,1,HARDCOVER
19667,87,423,2,PAPERBACK
19668,144,401,1,HARDCOVER
19669,313,533,2,PAPERBACK
19670,68,397,2,PAPERBACK
19671,389,337,1,PAPERBACK
19672,1,562,2,HARDCOVER
19673,282,386,2,PAPERBACK
19674,149,497,2,HARDCOVER
19675,295,536,2,HARDCOVER
19676,434,521,1,PAPERBACK
19677,105,322,1,PAPERBACK
19678,280,500,2,PAPERBACK
19679,28,472,1,PAPERBACK
19680,313,431,1,HARDCOVER
19681,309,529,2,PAPERBACK
19682,338,333,3,PAPERBACK
19683,96,519,2,PAPERBACK
19684,269,331,2,HARDCOVER
19685,158,482,2,PAPERBACK
19686,18,378,1,PAPERBACK
19687,500,522,1,HARDCOVER
19688,384,356,2,PAPERBACK
19689,406,494,1,HARDCOVER
19690,98,553,1,PAPERBACK
19691,21,322,1,PAPERBACK
19692,439,363,2,PAPERBACK
19693,5,464,1,PAPERBACK
19694,320,482,2,PAPERBACK
19695,2,503,1,PAPERBACK
19696,306,416,1,PAPERBACK
19697,50,356,2,HARDCOVER
19698,163,428,1,HARDCOVER
19699,241,387,2,PAPERBACK
19700,171,354,2,HARDCOVER
19701,444,554,1,HARDCOVER
19702,475,569,1,HARDCOVER
19703,476,381,1,PAPERBACK
19704,317,318,1,PAPERBACK
19705,460,324,1,HARDCOVER
19706,412,489,1,HARDCOVER
19707,283,334,2,PAPERBACK
19708,100,355,3,PAPERBACK
19709,487,548,1,PAPERBACK
19710,88,392,1,HARDCOVER
19711,1,437,2,PAPERBACK
19712,236,503,1,PAPERBACK
19713,257,316,2,PAPERBACK
19714,3,407,1,PAPERBACK
19715,152,338,2,HARDCOVER
19716,114,557,1,HARDCOVER
19717,5,540,2,PAPERBACK
19718,110,461,1,PAPERBACK
19719,368,355,1,PAPERBACK
19720,409,426,1,PAPERBACK
19721,423,401,2,HARDCOVER
19722,52,382,2,HARDCOVER
19723,102,490,1,PAPERBACK
19724,291,349,1,HARDCOVER
19725,204,348,2,HARDCOVER
19726,274,366,2,HARDCOVER
19727,3,347,1,HARDCOVER
19728,233,331,1,HARDCOVER
19729,102,378,1,PAPERBACK
19730,226,382,1,HARDCOVER
19731,219,465,1,PAPERBACK
19732,409,348,1,HARDCOVER
19733,11,358,2,HARDCOVER
19734,461,380,1,HARDCOVER
19735,424,463,1,PAPERBACK
19736,194,521,1,HARDCOVER
19737,256,342,2,PAPERBACK
19738,337,477,2,HARDCOVER
19739,105,439,2,HARDCOVER
19740,27,360,1,PAPERBACK
19741,373,365,2,PAPERBACK
19742,128,356,1,HARDCOVER
19743,89,472,1,HARDCOVER
19744,290,400,1,HARDCOVER
19745,239,544,2,PAPERBACK
19746,240,408,2,HARDCOVER
19747,452,391,2,HARDCOVER
19748,349,533,2,PAPERBACK
